rec_id,depname,includes,altname,country,cntrycd,stprov,latitude,longitude,agemy,depage,oreton,cugrd,mogrd,augrd,aggrd,deptype,empldepth,dep5km10km,dep5km,dep_id,latdeg,latmin,latsec,londeg,lonmin,lonsec,rockdep,rockmap,rockmapdep,discdate,startdate,ore_a,ore_b,ore_area,alter_a,alter_b,alter_area,sulf_a,sulf_b,sulf_area,comments
521,Tanama,Helecho,,Puerto Rico,PTRC,,18.25,-66.81666667,42,42,126,0.64,0.005,0.38,1.7,20c,1.5,17,17,205,18,15,,-66,-49,,"breccia, hornfels, quartz diorite porphyry, tonalite porphyry","conglomerate, limestone","basalt, basaltic tuff, felsic tuff, quartz diorite, granodiorite, tuffaceous sandstone",1956,,0,0,0,0,0,0,6,4,19,Exposed.
522,Bolcana,,Bolcana Troita,Romania,RMNA,Metaliferi Mountains,45.98333333,23.03333333,10,10 (Re-Os),90,0.3,0,0.03,0,17,0,"17, 25a, 25e","17, 22c, 25a",361,45,59,,23,2,,"andesite porphyry, breccia",ophiolite,"andesite, dacitic tuff, diorite, rhyodacite",,,0.54,0.4,0.17,3,1.3,3.1,0,0,0,
523,Bozovici,,,Romania,RMNA,,44.75,22,65,Laramian,,0,0,0,0,17,0,,,368,44,45,,22,0,,quartz monzodiorite porphyry,,schist,,,0,0,0,0,0,0,0,0,0,
524,Bucium  Tarnita,,,Romania,RMNA,,46.23333333,23.2,14.9,Miocene,335,0.5,0,0.36,0,20c,0,,,356,46,14,,23,12,,"breccia, andesite porphyry",,"andesite, sandstone, conglomerate",,,0,0,0,0,0,0,0,0,0,
525,Ciclova,,Banat Mountains,Romania,RMNA,,44.98333333,21.78333333,65,Laramian,,0,0,0,0,17,0,,"17, 18b",366,44,59,,21,47,,"hornfels, marble, migmatite, quartz diorite porphyry, skarn",,"clastic sedimentary rocks, limestone, marl, quartz monzodiorite",,,0,0,0,0,0,0,0,0,0,
526,Cofu,,,Romania,RMNA,,45.55,22.35,65,Laramian,,0,0,0,0,17,0,,,364,45,33,,22,21,,quartz diorite porphyry,flysch,marl,,,0,0,0,0,0,0,0,0,0,
527,Deva,,,Romania,RMNA,,45.87666667,22.88777778,13.3,Neogene,,0,0,0,0,17,0,,,362,45,52,36,22,53,16,"andesite porphyry, breccia, diorite porphyry",schist,"andesite, basaltic andesite, metasedimentary rocks",,,0,0,0,0,0,0,0,0,0,
528,Moldova  Noua,,Banat,Romania,RMNA,,44.73777778,21.7025,65,Laramian,500,0.35,0,0,0,17,0,,18b,370,44,44,16,21,42,9,"andesite, granodiorite, quartz diorite porphyry, skarn",,"dolomite, limestone",,,0,0.6,0,0,0,0,0,0,0,Exposed.
529,Musariu,,,Romania,RMNA,,46.15,22.8,13.3,Neogene,12,0.2,0,0.3,0,20c,0,,"17, 22c",359,46,9,,22,48,,andesite porphyry,,"andesite, dacite tuff, rhyodacite, sandstone",,,0,0,0,0,0,0,0,0,0,?Blind? porphyry mineralization at 300?800 m depth.
530,Oravita,,,Romania,RMNA,Banat Mountains,45.1,21.81666667,65,Laramian,,0,0,0,0,17,0,,"17, 18b",365,45,6,,21,49,,"hornfels, marble, quartz diorite porphyry, skarn",,carbonate rocks,,,0,0,0,0,0,0,0,0,0,2005 drilling 105 m at 0.3% Cu including 30 m at 0.54% Cu.
531,Rosia  Poieni,,,Romania,RMNA,,46.33333333,23.16666667,9.2,9.42 ?9.16 (Ar-Ar),431,0.55,0,0.25,0,20c,0,"17, 19a","17, 25b",354,46,20,,23,10,,"breccia, diorite",,"andesite, claystone, gypsum, marl, sandstone",1970s,1986,0,0,0,0,0,0,0,0,0,
532,Rovina,Colnic,,Romania,RMNA,,46.16666667,22.9,14.9,Miocene,228.3,0.204,0,0.42,0,20c,0,,,357,46,10,,22,54,,"andesite porphyry, diorite porphyry",,"andesite, dacitic tuff, rhyodacite, sandstone",,,0,0,0,0,0,0,0,0,0,0.25% Cu cut-off. Exposed.
533,Sasca,,,Romania,RMNA,,44.86666667,21.71666667,65,Laramian,,0,0,0,0,17,0,,18b,367,44,52,,21,43,,"quartz diorite porphyry, skarn",,"carbonate rocks, clastic sedimentary rocks",,,0,0,0,0,0,0,0,0,0,
534,Sopot,,,Romania,RMNA,,44.75,21.95,65,Laramian,,0,0,0,0,17,0,,18b,369,44,45,,21,57,,"quartz diorite porphyry, skarn",,"carbonate, clastic sedimentary rocks, monzodiorite, schist",,,0,0,0,0,0,0,0,0,0,
535,Talagiu,,,Romania,RMNA,Zarand Mountains,46.26666667,22.15,8.2,Late Miocene,150,0.35,0,0.6,0,20c,0,,25e,355,46,16,,22,9,,"andesite porphyry, diorite, diorite porphyry, hornfels",,"andesite, pyroclastics",,,2.1,0.8,1.3,5.5,2.8,12,0,0,0,?Blind? porphyry mineralization at 400 m depth.
536,Tincova,,,Romania,RMNA,,45.56666667,22.23333333,65,Laramian,,0,0,0,0,17,0,,22c,363,45,34,,22,14,,quartz diorite porphyry,,schist,,,0,0,0,0,0,0,0,0,0,
537,Valea  Morii,,,Romania,RMNA,Metaliferi Mountains,46.15,22.85,11.4,11.41 ? 11.3 (Ar-Ar),100,0.25,0,0.31,0,20c,0,,"22c, 25b",358,46,9,,22,51,,andesite porphyry,clastic rocks,"andesite, dacitic tuff, rhyodacite",,,0,0,0,0,0,0,0,0,0,
538,Voia,,,Romania,RMNA,Metaliferi Mountains,46.06111111,22.96666667,11,12.4 ?10.27,,0,0,0,0,17,0,17,"17, 18b, 22c",360,46,3,40,22,58,,"andesite porphyry, diorite porphyry","conglomerate, gravelstone, limestone, mudstone, Sandstone","andesite, dacite tuff, rhyodacite",,,0,0,0,0,0,0,0,0,0,
539,Aksug,,,Russia,RUSA,Tuva,53.43333333,96.66666667,515,518¡À2 ? 511¡À2 |(Re-Os); 368¡À1 ? 362¡À8 (Ar-Ar),370.5,0.67,0.015,0.12,1.09,17,0,17,17,443,53,26,,96,40,,"granodiorite porphyry, quartz porphyry, quartz diorite porphyry, tonalite porphyry","andesite, black shale, diabase, spilite","conglomerate, diorite, gabbro, granite, granodiorite, granosyenite, monzonite, quartz diorite, rhyodacite porphyry, rhyolite porphyry, sandstone, tonalite, trondhjemite",1952,,0,0,0,0,0,0,0,0,0,"Reported: 5 to 96 ppb Pt, 16 to 924 ppb Pd; 14 to 50 ppb  Re."
540,Birgildinskoe,,,Russia,RUSA,South Urals,54.99638889,61.08805556,347,347,,0,0,0,0,17,1.52,22c,17,438,54,59,47,61,5,17,"breccia, plagiogranite, diorite porphyry, quartz diorite","andesitic basalt, dacite, granite, granodiorite, rhyodacite, schist, tuff","andesite porphyry, diabase, spilite",,,0.6,0.1,0.05,0,0,0,1.2,0.3,0.28,
541,Borgulikan,,,Russia,RUSA,Amur region,53.75,126.6166667,123,122.9¡À1.7 ? |122.6¡À0.7 (Ar-Ar),,0,0,0,0,17,,,,695,53,45,,126,37,,"breccia, quartz monzodiorite porphyry",,"andesite, dacite, monzodiorite porphyry, pyroclastics",1950s.,,0,0,0,0,0,0,0,0,0,"0.16?0.31% Cu, 0.005% Mo, 0.43?0.47 g/t Au,"
542,Kiyalykh-uzen,,,Russia,RUSA,Khakass,54.05,89.56666667,347,Late Devonian?Early Carboniferous,30,1,0.05,0,0,21a,0,,18b,442,54,3,,89,34,,"quartz monzonite, quartz monzonite porphyry, skarn",,"andesite, dacite, granodiorite, pyroclastics, plagiogranite, quartz diorite, rhyolite",,,0,0,0,0,0,0,0,0,0,
543,Krasnogorskoe,,,Russia,RUSA,Kamchatka,53.91666667,157.3833333,14.9,Miocene,,0,0,0,0,17,0,,,448,53,55,,157,23,,"diorite porphyry, quartz diorite","granite, gneiss, phyllite, schist","andesite, diorite, granodiorite, monzonite",,,0,0,0,0,0,0,0,0,0,
544,Kyzyk-Chadr,,,Russia,RUSA,Tuva,52.93333333,96.78333333,0,,,0,0,0,0,17,0,,22c,444,52,56,,96,47,,granodiorite porphyry,"amphibolite, andesite, dacite, diabase, gneiss, greenstone, rhyolite, sandstone, spilite","diorite, gabbro-diorite, plagiogranite, granodiorite",,,0,0,0,0,0,0,0,0,0,
545,Lekyntelbei,,,Russia,RUSA,Polar Urals,67.86666667,66.33333333,315,370?260,,0,0,0,0,17,0,28a,,441,67,52,,66,20,,"andesite, dacite porphyry, diorite porphyry, gabbro-diabase, gabbro-diorite, plagiogranite, quartz porphyry","sandstone, shale, siltstone","andesite porphyry, andesitic basalt porphyry, andesitic dacite, basalt porphyry, dacite, tuff",,,0,0,0,0,0,0,0,0,0,"Ore grades: 0.5% Cu, 0.002% Mo; medium-size deposit. 370?260 Ma K-Ar sericite."
546,Lora,,Nakhtandjin,Russia,RUSA,Magadan region,59.25,153.7666667,94.5,97?92,178,0.5,0.025,0,2.1,17,0,,,447,59,15,,153,46,,"explosive breccia, plagiogranite porphyry","gabbro, granite","basalt, granodiorite, rhyolite, tonalite, volcaniclastics",,,0,0,0,0,0,0,0,0,0,
547,Miheevskoye,,,Russia,RUSA,South Urals,53.22611111,60.82361111,345,Early Carboniferous,426.6,0.37,0,0.1,0,17,0,17,22c,697,53,13,34,60,49,25,quartz diorite porphyry,,"andesite, andesitic basalt, basalt, conglomerate, diorite, granite porphyry, granodiorite, mudstone, serpentinite, siltstone, tuff, tuffaceous sandstone",,,0,0,0,0,0,0,0,0,0,Ore contains 0.01 to 2.7 ppm Re. Covered by Quaternary sediments.
548,Nakhodka,Vesenny,,Russia,RUSA,Magadan region,66.48333333,164.7333333,142,141.8¡À2,,0,0,0,0,17,0,17,25a,696,66,29,,164,44,,"breccia, diorite porphyry, monzodiorite, porphyry, syenite porphyry","granodiorite porphyry, gravelstone, sandstone, siltstone","basalt, rhyodacite, rhyodacitic tuff",1971,,2.8,1.1,2.4,0,0,0,0,0,0,"Average grades: 0.4% Cu, 0.015% Mo, and 0.15 g/t Au; ?68.2 g/t Au (average 3.6 g/t Au) and ?277.4 g/t Ag (average 35 g/t Ag) in the Vesenny main ore zone."
549,Novonikolaevsk,,,Russia,RUSA,Urals,53.23333333,60.56666667,340,340,,0,0,0,0,17,0,,,436,53,14,,60,34,,adamellite porphyry,"basalt, andesite, dacite","quartz diorite, tuff, tuffaceous gravelstone, tuffaceous sandstone, tuffaceous siltstone",,,,0,0,3.2,0.3,0.75,0,0,0,
550,Osennee,"Oksa, Usinskoe",,Russia,RUSA,Magadan region,59.71666667,150.3166667,94.5,97?92,,0,0,0,0,17,0,,,445,59,43,,150,19,,"granite porphyry, lamprophyre","tonalite, diorite","gabbro, granite, granodiorite, syenite",,,0,0,0,0,0,0,0,0,0,"?0.1% Cu, 0.1 to 0.33 Mo, 5 g/t Ag; Au- bearing ore."
551,Peschanka,,Baimka,Russia,RUSA,Magadan region,66.6,164.5666667,142,141.8¡À2,940,0.51,0.03,0.42,1.4,17,0,17,,450,66,36,,164,34,,"breccia, diorite porphyry, monzodiorite porphyry, quartz monzonite porphyry, syenite porphyry",,"andesite, basalt, diorite, gabbro, granite, granodiorite, monzodiorite, monzonite, monzonite porphyry, sandstone, siltstone, syenodiorite",,,4.4,0.7,2.4,0,0,0,0,0,0,0.3% Cu cut-off grade.
552,Salavat,,,Russia,RUSA,Urals,53.0875,57.46833333,347,Late Devonian?Early Carboniferous,,0,0,0,0,20c,0,,,434,53,5,15,57,28,6,"breccia, diorite, diorite porphyry, quartz diorite porphyry, rhyodacite porphyry",,"andesite, andesite tuff, basalt, basalt porphyry, basalt tuff, gabbrodiorite, quartz gabbro, serpentinite, tuffaceous sandstone, tuffaceous siltstone",,,1.3,0.4,0.41,0,0,0,0,0,0,"Medium-size deposit with rates 0.5% Cu, 0.003% Mo; Au in pyrite 0.01 to 0.05 ppm. Ore contains <0.01 to 0.47 ppm Re."
553,Tominskoe,,,Russia,RUSA,South Urals,54.93305556,61.26722222,347,Late Devonian?Carboniferous ?,241,0.58,0,0.12,0,17,0,17,22c,440,54,55,59,61,16,2,"breccia, quartz diorite porphyry","dacite, granite, granodiorite, rhyodacite, schist","andesite porphyry, basalt porphyry, plagiogranite, quartz diorite, tuff, tuffite",,,0,0,0,0,0,0,0,0,0,
554,Tumannoe,,,Russia,RUSA,Kamchatka,54.28333333,157.6666667,14.9,Miocene,,0,0,0,0,17,0,,22c,449,54,17,,157,40,,"diorite porphyry, granodiorite porphyry, quartz diorite, basalt dike","granite, gneiss, phyllite, schist","andesite, diorite, granodiorite, monzonite",,,0,0,0,1.5,0.3,0.35,0,0,0,
555,Viking,,Skalistoe,Russia,RUSA,Magadan region,58.96666667,152.6833333,94.5,97?92,,0,0,0,0,17,0,,,446,58,58,,152,41,,"plagiogranite porphyry, quartz monzonite porphyry",,"basalt, tonalite, plagiogranite",1959,,0,0,0,0,0,0,0,0,0,
556,Voznesenskoe,,,Russia,RUSA,Urals,54.63333333,59.8,367,Late Devonian,,0,0,0,0,17,2,,,435,54,38,,59,48,,"diorite, diorite porphyry, plagiogranite",,"andesite, andesite porphyry, basalt, gabbro, limestone, serpentinite, tuff, tuffite, clastic rocks",,,0,0,0,0,0,0,0,0,0,Au in pyrite 0.02 to 0.07 ppm.
557,Yaguzak,,,Russia,RUSA,South Urals,54.96111111,61.12555556,347,Late Devonian?Carboniferous ?,,0,0,0,0,17,0,17,"17, 22c",439,54,57,40,61,7,32,quartz diorite porphyry,"dacite, granite, granodiorite, rhyodacite, schist","andesite porphyry, basalt porphyry, plagiogranite, quartz diorite, tuff, tuffite",,,0,0,0,0,0,0,0,0,0,
558,Zelenodolskoe,,,Russia,RUSA,Urals,54.71666667,61.06666667,340,Early Carboniferous,,0,0,0,0,17,0,,,437,54,43,,61,4,,"diorite, diorite porphyry, tonalite porphyry",,"andesite porphyry, basalt porphyry, plagiogranite",,,0,0,0,0,0,0,0,0,0,Au in pyrite 0.02 to 3.9 ppm.
559,Bor,,,Serbia,SERB,,44.095,22.09416667,84.6,84.6¡À1.2,800,0.84,0,0.39,0,20c,0,"20c (2), 25a, 25e, 22c","18b, 20c",373,44,5,42,22,5,39,andesite porphyry,,"andesite, andesite tuff, argillite, conglomerate, dacite, quartz diorite porphyry, siltstone",1953,1961,2,1.5,2.4,0,0,0,0,0,0,"Tonnage includes production and resource of porphyry (600 Mt) and high-sulfidation (200 Mt) ores (Armstrong and others, 2005). In concentrate: 19 ppb Pt, 40 ppb Pd. In pyrite and chalcopyrite: 0.01 to 0.4% Ti and Ni; 0.01 to 0.44% Zn, Ga, Ge, Sn, Sb, and Pb; 0.02 to 0.22% As, Se, and Te; 0.9% average Mo (Pavicevic et al., 1995). Exposed."
560,Majdanpek,,,Serbia,SERB,,44.38333333,21.95,84,84¡À0.6,1000,0.6,0.005,0.35,0.99,20c,0,,"18b, 19a",372,44,23,,21,57,,"andesite, monzodiorite porphyry, skarn","conglomerate, marl, monzodiorite","amphibolite, gneiss, limestone, phyllite",pre-Roman,1961,4,0.3,0.94,0,0,0,0,0,0,"In concentrate: 7,8 g/t Au,0.03 g/t Pt, 0.27 g/t Pd.  Exposed."
561,Rudnitsa,,,Serbia,SERB,,43.23333333,20.71666667,14,Miocene,,0,0,0,0,17,0,,22c,683,43,14,,20,43,,diorite porphyry,"dolomite, gabbro, limestone, schist, serpentinite","andesite, andesitic dacite pyroclastics, basalt, diorite","Middle Ages, 2004",Middle Ages,0.4,0.3,0.09,1.2,0.8,0.75,0,0,0,"Porphyry Cu intersections: 144 m of sulfide ore at 0.4% Cu and 0.38 g/t Au; 88 m at 0.26% Cu and 0.44 g/t Au. Pb-Zn-Ag intersections:  8 m at 7.11% Pb, 3.37% Zn, 108.0 g/t Ag; 4 m at 9.21% Pb, 11.19% Zn, 229 g/t Ag. Exposed."
562,Veliki  Krivelj,,,Serbia,SERB,,44.13111111,22.09694444,83.5,84?83,750,0.44,0.004,0.068,0,17,0,,"18b, 20c, cu vein",371,44,7,52,22,5,49,"andesite porphyry, dacite, diorite porphyry, quartz diorite porphyry, skarn",,"andesite, andesite agglomerate, andesite breccia, andesite tuff, argillite, limestone, shale",,1982,1.5,0.7,0.8,0,0,0,0,0,0,"In concentrate: 16 ppb Pt, 70 ppb Pd.  Exposed."
563,Zlatno,,Pukanec,Slovakia,SLOV,West Carpathians,48.4375,18.86194444,14.5,15-14,66,0.34,0,0,0,17,0,"25b, 22c",18b,351,48,26,15,18,51,43,"breccia, diorite, granodiorite porphyry, hornfels, quartz diorite porphyry, skarn",,"andesite, conglomerate, dolomite, sandstone, carboniferous sedimentary rocks",1971,,0,0,0,0,0,0,0,0,0,
564,Hidden  Valley,,,Solomon Islands,SLMN,Guadalcanal Island,-9.366666667,159.7333333,2.6,Plio-Pleistocene,,0,0,0,0,17,0,17,,555,-9,-22,,159,44,,diorite porphyry,,andesite,,,0,0,0,0,0,0,0,0,0,
565,Koloula,,Chikora,Solomon Islands,SLMN,Guadalcanal Island,-9.783333333,160.0333333,2,2.4?1.5,50,0.17,0,0,0,17,0,,,558,-9,-47,,160,2,,"breccia, andesite dike, aplite dike, dolerite dike, trondhjemite dike","andesite, gabbro","diorite, granodiorite, quartz diorite, tonalite, tonalite porphyry",1968,,0,0,0,8,3,19,0,0,0,
566,Mase,,,Solomon Islands,SLMN,New Georgia,-8.083333333,157.5166667,3.55,Pliocene?,,0,0,0,0,20c,0,,25a,554,-8,-5,,157,31,,diorite porphyry,,"andesite, diorite, granodiorite",,,0,0,0,0,0,0,0,0,0,
567,Mbetilonga,,,Solomon Islands,SLMN,Guadalcanal Island,-9.533333333,159.9083333,31.3,Oligocene,,0,0,0,0,20c,0,,,557,-9,-32,,159,54,30,"andesite porphyry, tonalite",,"andesite, diorite, pyroclastics",,,0,0,0,0,0,0,0,0,0,
568,Poha,,,Solomon Islands,SLMN,Guadalcanal Island,-9.433333333,159.8333333,24.4,24.4,,0,0,0,0,17,0,17,,556,-9,-26,,159,50,,andesite porphyry,,"andesite, diorite, tonalite",,,0,0,0,0,0,0,0,0,0,Diorite-tonalite 24.4 Ma age.
569,Aitik,,,Sweden,SWDN,Norrbotten,67.0725,20.9575,1890,1887¡À8,1340,0.4,0,0.2,3.2,17,0,,,698,67,4,21,20,57,27,"diorite, quartz monzodiorite porohyry",,"biotite schist, gneiss, pegmatite, muscovite schist",1932,1968,0,0,0,0,0,0,0,0,0,"Tonnage-grades include production 1968-2002, proven reserves, and resources (Wanhainen and others, 2003). The deposit was affected by four subsequent magmatic-hydrothermal and metamorphic events."
570,Tallberg,,,Sweden,SWDN,V?sterbotten,64.98722222,19.77166667,1886,1886¡À15,44,0.27,0,0,0,17,0,28a,36a,699,64,59,14,19,46,18,"andesite dike, granite porphyry","gabbro, granite, metasedimentary rocks, metavolcanics","tonalite, granodiorite",,,0,0,0,3,3,7,0,0,0,0.2% Cu cut-off grade; ?0.01% Mo in ore; intersection 5 m >2% Zn; average 2?3 g/t Au (up to 10 g/t)  of mobilized gold in superposed shear zones along dikes. Covered by glacial deposits. The deposit was affected by subsequent magmatic-hydrothermal and metamorphic events.
571,Vaikijaur,,,Sweden,SWDN,Norrbotten,66.525,19.81361111,1880,1889¡À10 ?1868¡À6 (Re-Os),,0,0,0,0,17,0,,,700,66,31,30,19,48,49,mafic porphyry dike,"amphibolite, gabbro, gneiss","felsic metavolcanics, granite, pegmatite",1980,,0,0,0,3,2,4.7,0,0,0,Intersections: 2 m at 1.84% Cu and 1.9 g/t Au; 1 m at ?5% Cu and 7 g/t Au (drilling 1981?1983). Exposed. The deposit was affected by subsequent magmatic-hydrothermal and metamorphic events.
572,Chimei,,Quimei,Taiwan,TIWN,,23.43333333,121.45,21.5,25?18,,0,0,0,0,17,0,,22c,480,23,26,,121,27,,diorite porphyry,"gabbro, tuffaceous conglomerate, sandstone, shale","andesite flow, agglomerate, basalt flow, diorite",before 1965,,0.6,0.1,0.05,0,0,0,2.5,2,3.9,Resource: 10 Mt at 0.3 to 0.9% Cu.
573,Phu  Hin  Lek  Fai,,,Thailand,THLD,Loei,17.5,101.6666667,230,230,,0,0,0,0,17,0,"17, 18c, 18d, 39a",,477,17,30,,101,40,,"breccia, diorite","andesite, andesite tuff, rhyolite","granodiorite, limestone, sandstone, shale, skarn, tuff, tuffaceous sandstone",,,0,0,0,0,0,0,0,0,0,Resources: 65 Mt at 1% Cu. 0.15-0.25% Cu in drill core.
574,Phu  Lon,,,Thailand,THLD,Loei,18.11666667,102.0833333,231,Triassic?,58,1.76,0,0.45,0,20c,0,,"18b, 39a",476,18,7,,102,5,,"hornfels, monzonite porphyry, quartz monzonite, quartz monzonite porphyry, skarn",,"andesite, andesite porphyry, diorite porphyry, marble, monzodiorite, rhyodacite, rhyolite tuff","at least 2,000 years ago",,0,0,0,0,0,0,0,0,0,
575,Phu  Thong  Daeng,,,Thailand,THLD,Loei,17.33333333,101.5,230,230,,0,0,0,0,17,0,"18c, 18d","17, 18d, 39a",478,17,20,,101,30,,dacite porphyry,"andesite, andesite tuff, rhyolite","diorite, granodiorite, limestone, sandstone, shale, tuff, tuffaceous sandstone, skarn",,,0,0,0,0,0,0,0,0,0,"Resource:13 Mt at 1% Cu. 1980 record: 0.1?0.2% Cu in primary ore, 0.5?0.7% Cu in oxidized ore."
576,Bakircay,,,Turkey,TRKY,Amasya,40.92611111,35.44,38,37.9¡À1.21,200,0.2,0,0,0,17,0,,18b,388,40,55,34,35,26,24,"andesite porphyry, diorite porphyry dike, granodiorite, granodiorite porphyry, skarn",,"andesite flow, dacite flow, hornfels, marble, quartzite",,,0,0,0,4.5,0.5,1.8,0,0,0,
577,Berta,,,Turkey,TRKY,Artvin,41.2,41.9,40,Eocene,,0,0,0,0,17,0,,,702,41,12,,41,54,,basic dike,"metavolcanics, tuffaceous sedimentary rocks","andesite, conglomerate, dacite",,,0,0,0,0,0,0,0,0,0,"15 sq. km Cu anomaly. Cu, Au, Ag, Zn values occur over the entire 771.5 m of hole which ended in mineralization. 710 m intersection at 0.28% Cu and 0.07 g/t Au, including 6.8 m at 3.79% Cu, 0.22 g/t Au, 11.6 g/t Ag, and 1.03% Zn."
578,Cevizlidere,,Kizilviran,Turkey,TRKY,Tunceli,39.26666667,39.6,,,,0,0,0,0,17,0,,17,704,39,16,,39,36,,diorite porphyry,,"andesite, andesite porphyry",,,0,0,0,0,0,0,0,0,0,"1,500 x (250?450) m area of chalcocite enrichment. Intersections: 580 m at 0.4% Cu, 0.14 g/t Au, 0.0005% Mo; 118 m at 0.63% Cu, 0.2% Au; 57 m mostly enriched blanket at 1.03% Cu, 0.17 g/t Au."
579,Derekoy,,,Turkey,TRKY,"Northern Thrace, Demirkoy area",41.91138889,27.31666667,71,76.7¡À3.8 ?70.9¡À3.5,221,0.24,0.003,0,0,17,0,17,18b,391,41,54,41,27,19,,"monzonite porphyry, quartz diorite porphyry, tonalite porphyry, skarn","gneiss, granite, spilite","dolomite, gabbro, granodiorite, limestone, marble, phyllite, schist",1976,,2.9,0.7,1.6,5,0.75,2.9,0,0,0,"2007 intersection 173.3 m at 0.33% Cu, 0.0054% Mo, 0.05 g/t Au"
580,G¨¹m¨¹?hane,,,Turkey,TRKY,Artvin,41.175,41.85277778,52.5,54?51,80,0.5,0,0,0,17,0,17,"19a, 25a",705,41,10,30,41,51,10,granodiorite porphyry,"andesite, granite, Metabasalt, greenschist, phyllite, quartzite, volcanoclastics","andesite porphyry, dacite porphyry, diorite, limestone, marl",,,0,0,0,0,0,0,0,0,0,"Other resource estimation 30 Mt at 0.3% Cu and 0.3 g/t Au (Yigit, 2006). No skarn development."
581,G¨¹zelyayla,,,Turkey,TRKY,Trabzon,40.85666667,39.65305556,59,Paleocene,186,0.3,0,0,0,17,0,,,387,40,51,24,39,39,11,"dacite porphyry, granodiorite porphyry",,"andesite, basaltic andesite, dacite, granodiorite",,,0,0,0,0,0,0,0,0,0,
582,Ikiztepe,,,Turkey,TRKY,"Northern Thrace, Demirkoy area",41.83333333,27.67833333,75,85?65,13,0.39,0.005,0,0,17,0,,18b,389,41,50,,27,40,42,"granodiorite porphyry, hornfels, skarn","gneiss, granite, spilite","dacite, granodiorite, limestone, rhyolite tuff",,,0,0,0,0,0,0,0,0,0,
583,Sukrupasa,,,Turkey,TRKY,"Northern Thrace, Demirkoy area",41.93333333,27.45,82,81.7¡À1.6,,0,0,0,0,17,0,"17, 18c",18b,390,41,56,,27,27,,"granodiorite, granodiorite porphyry, quartz diorite porphyry, monzodiorite, skarn, tonalite","gneiss, granite, spilite","dolomite, limestone, schist",1976,,0,0,0,1.3,0.75,0.94,0,0,0,"Average 0.41% Cu, 0.08 g/t Au."
584,Tereoba,,,Turkey,TRKY,Balikesir,39.6,27.15,25,25.62¡À0.09 ? |25.03¡À0.14 (Re-Os),,0,0,0,0,17,7.5,,18b,703,39,36,,27,9,,"breccia, skarn",,"aplite, diorite, granite, granodiorite, mudstone, sandstone",2002,,0,0,0,0,0,0,0,0,0,Intersection 100 m at 0.5% Cu and ~1 g/t Au. Exposed.
585,Uluta?,,,Turkey,TRKY,Erserum,40.45,40.88333333,59,Paleocene,140,0.27,0.018,0,0,17,0,,,386,40,27,,40,53,,"breccia, diabase dike, granodiorite porphyry, quartz monzonite porphyry, quartz porphyry","dacite flow, granodiorite, mudstone, rhyolite flow, pyroclastics, shale","agglomerate, amphibolite, andesite flow, basalt flow, conglomerate, gneiss, limestone, marble, marl, schist, skarn, tuff",,,0,0,0,3,1.5,3.5,0,0,0,"The deposit has been K-Ar dated by Giles as 132¡À5 Ma (Taylor and Fryer, 1980)"
586,Baultoff,,,United States,USAK,Alaska,62.11055556,-141.2119444,111,111,140,0.2,0.01,0.01,0,21a,0,,"17, 22c",11,62,6,38,-141,-12,-43,"granodiorite porphyry, quartz diorite porphyry, quartz porphyry","andesite, basalt","diorite, granodiorite, quartz monzonite",1960s,,0,0,0,2,1,1.6,0.9,0.9,0.6,
587,Bee  Creek,,,United States,USAK,Alaska,56.51666667,-158.4,3.6,3.6,,0,0,0,0,17,0,,,6,56,31,,-158,-24,,"tonalite porphyry, dacite",,"sandstone, siltstone",1975,,0,0,0,0,0,3,0,0,0,"Resource: 9 Mt at 0.25% Cu, 0.01% Mo, and 0.06 g/t Au."
588,Bond  Creek,,,United States,USAK,Alaska,62.21666667,-142.7333333,,,500,0.3,0.02,0,0,17,0,17,18b,9,62,13,,-142,-44,,"granodiorite porphyry, quartz monzonite porphyry","andesite, rhyodacite","basalt,  granodiorite, marble, metavolcanic rocks, quartz diorite, siltstone, skarn, volcaniclastics",1960s,,0,0,0,4.9,2.7,7.9,4.9,2.7,7.9,
589,Carl  Creek,,,United States,USAK,Alaska,62.03333333,-141.5833333,0,,16,0.15,0,0,0,17,0,,,10,62,2,,-141,-35,,,"andesite, basalt","diorite, granodiorite, quartz monzonite",,,0,0,0,0,0,0,0,0,0,
590,Horsfield,,,United States,USAK,Alaska,62.05111111,-141.2180556,0,,60,0.15,0,0,0,17,0,,"17, 22c",12,62,3,4,-141,-13,-5,"breccia, monzonite porphyry","andesite, basalt","diorite, granodiorite, quartz monzonite",,,0,0,0,0,0,0,0,0,0,
591,Kijik  River,,,United States,USAK,Alaska,60.35305556,-154.315,59.5,63?56,,0,0,0,0,17,0,,22c,3,60,21,11,-154,-18,-54,"breccia, dacite porphyry",,"andesite, basalt, granite porphyry",early 1900s,,0,0,0,0,0,0,0,0,3,"Undrilled estimate of 91Mt at 0.25%Cu, ?0.17% Mo, 470 ppm  Ag."
592,Margerie  Glacier,,Porcupine,United States,USAK,Alaska,59.01944444,-137.0833333,34,Tertiary,145,0.2,0,0.24,4.5,20c,0,,22c,13,59,1,10,-137,-5,,"quartz monzonite porphyry, hornfels",,"andesite, marble, shale, metavolcanic rocks",1960,,0,0,0,0,0,0,0.75,0.3,0.18,
