rec_id,depname,altname,includes,cntrycd,country,stprov,latdeg,latmin,latsec,latitude,londeg,lonmin,lonsec,longitude,deptype,discdate,startdate,oreton,cugrd,zngrd,pbgrd,augrd,aggrd,stringer,comments,depage,agemy,ore_area,ore_a,ore_b,alter_area,alter_a,alter_b,geochem,geochem_a,geochem_b,geophys,geophys_a,geophys_b,cover,lithotect,postmindef,meta_grade,synminint,postminint,syndepctrl
1424,Kendon,,NWT,CNON,Canada,Ontario,50,25,20,50.4222222222222,-87,-36,-30,-87.6083333333333,Bimodal-Mafic,1955,,,,,,,,,"Resource 2.24 million mt @ 1.22% Cu, 4.2% Zn, 0.8 g/t Au, 84 g/t Ag, open. Streaks, disseminations.","Late Archean",2800,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,stratigraphic
1425,"Copper Lode A",,,CNON,Canada,Ontario,50,58,48,50.98,-92,-57,-18,-92.955,Bimodal-Mafic,1956,,,,,,,,,"Resource 0.774 million t @ 1.01% Cu, 20 g/t Ag, not fully explored.","Late Archean",2738,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,yes,
1426,"Copper Lode E",,,CNON,Canada,Ontario,50,57,54,50.965,-92,-52,-48,-92.88,Bimodal-Mafic,1962,,,,,,,,,"Resource 0.307 million t @ 0.6% Cu, 4.36% Zn, 14 g/t Ag, not fully explored. Tonnage in four zones. Massive, disseminations en echelon pods in shear zone.","Late Archean",2738,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,yes,"stratigraphic contact"
1429,"North Coldstream","Burchell Lake, Tip Top",,CNON,Canada,Ontario,48,36,5,48.6013888888889,-90,-35,-5,-90.5847222222222,Bimodal-Mafic,1870s,1903,,,,,,,,"Production 2.45 million t @ 1.89% Cu, 0.28 g/t Au, 5.6 g/t Ag. Reserves undefined.","Late Archean",2600,,,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,,,,stratigraphic
1430,"Winston Lake",,,CNON,Canada,Ontario,48,58,43,48.9786111111111,-87,-22,-31,-87.3752777777778,Bimodal-Mafic,1981,1988,4.65,1,15.42,0,1.1,35,,"Massive to banded lens, 2 to 20 m thick, averages 7 m, 400 m down-dip. Calc-alkaline. Mine closed in 2000.","Late Archean",2723,,0.7,0.2,,,,,,,,,,350,"Bimodal-mafic in oceanic arc",yes,amphibolite,yes,yes,"stratigraphic contacts"
1431,Zenith,Zenmac,,CNON,Canada,Ontario,48,58,40,48.9777777777778,-87,-21,-33,-87.3591666666667,Bimodal-Mafic,1879,"1879, 1988",2.84,0.9,17.73,0,0.8,24,,"Massive lens extends down to depth of 300 m below surface at the base of gabbro sill. Calc-alkaline.","Late Archean",2723,,0.25,0.15,,,,,,,"strong borehole pulse EM down-dip of mineralized exhalite intersection",,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,yes,yes,stratigraphic
1435,Estrades,,,CNQU,Canada,Quebec,49,35,12,49.5866666666667,-78,-51,-24,-78.8566666666667,Bimodal-Mafic,,,,,,,,,yes,"Massive, stringers, series of 5 lenses. Reserves 0.626 million t @ 0.95% Cu, 12.6% Zn, 0.81% Pb, 5.9 g/t Au, 186 g/t Ag, open at depth.","Late Archean",2720,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,stratigraphic
1436,Louvicourt,,,CNQU,Canada,Quebec,48,6,13,48.1036111111111,-77,-29,-43,-77.4952777777778,Felsic,1988,1994,15.14,3.67,1.55,0,0.9,29,,"Massive, semi-massive, veinlets.","Late Archean",2704,,0.3,0.2,,,,,,,,,,450,"Siliciclastic-felsic in mature epicontinental arc",,greenschist,yes,,stratigraphic
1437,Manitou-Barvue,"Golden Manitou",,CNQU,Canada,Quebec,48,5,12,48.0866666666667,-77,-36,-36,-77.61,Felsic,,1942,9.86,0.36,3.02,0,0,53,,"Massive, disseminations, lenticular, 3 to 23 m wide, up to 260 m long.","Late Archean",2700,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,,,,"stratigraphic in shear zone"
1438,"Jay #2",,,CNQU,Canada,Quebec,48,35,32,48.5922222222222,-78,-3,-28,-78.0577777777778,Bimodal-Mafic,,,,,,,,,,"Resource 0.384 million t @ 1.78% Cu, 1.8% Zn, 153 g/t Ag, not fully explored.","Late Archean",2600,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,
1440,Caber,,,CNQU,Canada,Quebec,49,44,0,49.7333333333333,-78,-5,0,-78.0833333333333,Bimodal-Mafic,1994,,,,,,,,,"Massive lens, 150 m down-dip, about 5 m thick. Steeply dipping, not certain if stratigraphy is overturned. Resource 1.4 million t @ 1.31% Cu, 5.54% Zn, 10 g/t Ag, 0.3 g/t Au. Indicated reserves 0.515 million t @ 0.56% Cu, 11.0% Zn, 11.1 g/t Ag, 0.14 g/t Au. Probable reserves 0.589 million t @ 0.84% Cu, 8.58% Zn, 8.89 g/t Ag, 0.13 g/t Au (Metco, 2007, under exploration).","Late Archean",2600,,,0.05,,,,,,,,,,125,"Bimodal-mafic in oceanic arc",yes,,yes,,
1441,"Caber North",,,CNQU,Canada,Quebec,49,44,53,49.7480555555556,-78,-6,-17,-78.1047222222222,Bimodal-Mafic,,,,,,,,,,"Massive lens, vertical dip. 180 m down-dip, 50 m wide. Resource 0.413 million t @ 1.0% Cu, 12.3% Zn, 15 g/t Ag. Inferred reserve 2.61 million t @ 1.59% Cu, 4.26% Zn, 21.06 g/t Ag (Metco, 2007, under exploration).","Late Archean",2600,,,0.05,,,,,,,,,,180,"Bimodal-mafic in oceanic arc",yes,,yes,yes,"stratigraphic contact"
1443,Perseverance,,"Perseverance West, Equinox",CNQU,Canada,Quebec,49,44,56,49.7488888888889,-77,-46,-20,-77.7722222222222,Bimodal-Mafic,2000,,,,,,,,,"Three deposits within 500 m of each other: Perseverance deposit has 0.918 million t @ 1.59% Cu, 16.74% Zn, 52 g/t Ag, 0.7 g/t Au. Equinox deposit has 2.83 million t @ 1.24% Cu, 16.7% Zn, 32 g/t Ag, 0.4 g/t Au. Perseverance West has 1.11 million t @ 1.21% Cu, 17% Zn, 26 g/t Ag, 0.4 g/t Au. Total resources is 5.1 million t @ 1.24% Cu, 15.82% Zn, 29.4 g/t Ag, 0.38 g/t Au (Noranda, Inc., 14 Oct. 2003 news release); under exploration.","Late Archean",2600,,,,,,,,,,,,,50,"Bimodal-mafic in oceanic arc",,,,,
1445,"Bell Allard",,,CNQU,Canada,Quebec,49,42,5,49.7013888888889,-77,-43,-35,-77.7263888888889,Bimodal-Mafic,1993,2000,,,,,,,yes,"Massive, two lenses, North and South lens. 370 m strike length, 165 m down-dip, averages 30 m thick, maximum 60 m thick in South Lens. Dips 50? to 55? S, at depths from 900 to 1150 m. Produced 1999-2004: 3.59 million t @ 1.25% Cu, 13.7% Zn, 0.69 g/t Au, 40.55 g/t Ag, but reported over 6 million t possible resources.","Late Archean",2720,,0.37,0.13,,,,,,,,,,900,"Bimodal-mafic in oceanic arc",yes,"lower greenschist",no,yes,"stratigraphic contact"
1446,Langlois,"Grevet, Gonzague",,CNQU,Canada,Quebec,49,14,36,49.2433333333333,-76,-40,-12,-76.67,Bimodal-Mafic,"1979 (1989)",1996,,,,,,,,"Zones 3, 4, and 97 are within 500 m of each other. Zones 3 and 4 are defined. Zone 97 is open at depth. Grevet B is 3 km away. Production plus reserves: 29.17 million t @ 0.43% Cu, 7.66% Zn, 0.1% Pb, 0.037 g/t Au, 33.2 g/t Ag (verification needed, may be more than one deposit). Grevet B reserves 0.477 million t @ 0.58% Cu, 9.67% Zn, 24 g/t Ag. Grevet M reserves 6.2 million t @ 0.48% Cu, 8.65% Zn, 0.1% Pb, 34 g/t Ag. Closed in 2000 due to operating problems.","Late Archean",2600,,,,,,,,,,,,,50,"Bimodal-mafic in oceanic arc",yes,greenschist,,yes,"stratigraphic, shear zone"
1447,"La Ribourde","La Ribourde-Saussure",,CNQU,Canada,Quebec,49,48,43,49.8119444444444,-75,31,41,-74.4719444444444,Mafic,1974,,,,,,,,,"Massive. Resource indicated 0.408 million t @ 1.35% Cu, 2.73% Zn, 43 g/t Ag, not fully explored.","Late Archean",2600,,,,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",,,,,"stratigraphic contact"
1450,"New Calumet",,,CNQU,Canada,Quebec,45,41,59,45.6997222222222,-76,-40,-32,-76.6755555555556,Bimodal-Mafic,,,,,,,,,,"Production plus reserves: 7.034 million t @ 6.0% Zn, 1.68% Pb, 122 g/t Ag, 0.6 g/t Au; Cu grade not reported.","Middle Proterozoic",1500,,,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,amphibolite,,yes,"stratigraphic contact"
1451,Montauban,Tetrault,,CNQU,Canada,Quebec,46,50,6,46.835,-72,-20,-48,-72.3466666666667,Felsic,,1910,,,,,,,,"Production plus reserves: 7.14 million t @ 4.94% Zn, 1.68% Pb, 98 g/t Ag, 1.65 g/t Au. Massive and disseminations. North and South gold zone adjacent to Pb-Zn deposit. Highly folded deposit extends from the surface to 130 m depth, open at depth.","Middle Proterozoic",1500,,0.22,0.08,,,,,,,,,,0,"Bimodal-felsic in oceanic arc",yes,"middle amphibolite",no,yes,stratigraphic
1452,Coniagas,,"Main Lens, NE Lens, North Lens, SW Lens",CNQU,Canada,Quebec,49,29,44,49.4955555555556,-76,-10,-3,-76.1675,Bimodal-Mafic,1947,1961,,,,,,,yes,"4 thin lenses. Main lens is exposed at the surface and is 183 m wide, averages 3.5 m, tapering to a width of 50 m at 340 m. Production: 0.718 million t @ 10.77% Zn, 1.0% Pb, 183 g/t Ag, open at depth.","Late Archean",2725,,0.625,0.183,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,yes,yes,stratigraphic
1453,Upton,,,CNQU,Canada,Quebec,45,40,35,45.6763888888889,-72,-40,-15,-72.6708333333333,Felsic,1847,,,,,,,,,"Resource 1.0 million t @ 2.21% Zn, 15 g/t Ag. Galley and others (2007) classified tectonic setting as bimodal siliciclastic.",Ordovician,470,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,,,
1454,"Panet Metal","Champagne, Bellechasse",,CNQU,Canada,Quebec,46,35,15,46.5875,-70,-13,-10,-70.2194444444444,Mafic,1952,,,,,,,,,"Massive lenses, up to 150 m long. Resource 0.263 million t @ 0.4% Cu, 2.68% Zn, 0.45% Pb, 20 g/t Ag, 2.1 g/t Au, not fully explored.",Ordovician,470,,,,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",,,,,stratigraphic
1455,"Frederickson Lake",,,CNQU,Canada,Quebec,55,3,12,55.0533333333333,-66,-15,-54,-66.265,Felsic,,,,,,,,,,"Resource 0.279 million t @ 0.77% Cu, 4.38% Zn, 42 g/t Ag, 0.7 g/t Au, not fully explored.","Lower Proterozoic",1900,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",,,,,
1456,"PrudHomme No. 1",,,CNQU,Canada,Quebec,58,15,36,58.26,-69,-54,-30,-69.9083333333333,Mafic,1955,,,,,,,,,"Main and North zones, with unknown separation distance. Resource 5.73 million t @ 1.52% Cu, 1.79% Zn, 0.16% Pb, 22 g/t Ag, 1.4 g/t Au.","Lower Proterozoic",2000,,,,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",,,,,stratigraphic
1457,"Soucy No. 1",,,CNQU,Canada,Quebec,58,19,12,58.32,-69,-52,-12,-69.87,Bimodal-Mafic,1954,,,,,,,,,"Replacement deposit in sediments. A Zone and C Zone, separation distance unknown. Resource 4.46 million t @ 1.38% Cu, 1.06% Zn, 0.1% Pb, 19 g/t Ag, 2.0 g/t Au. A Zone: 5.4 million t @ 1.34% Cu, 1.87% Zn, 1.61 g/t Au, 18.5 g/t Ag or 4.32 million t @ 1.4% Cu, 1.09% Zn, 0.10% Pb, 0.09% Co, 2.0 g/t Au, 19.2 g/t Ag; C Zone 0.13 million t @ 0.72% Cu, 0.22% Ni.","Lower Proterozoic",1800,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,yes,,"stratigraphic contact with gabbro sill"
1458,Boylen,,,CNQU,Canada,Quebec,57,39,42,57.6616666666667,-69,-27,0,-69.45,Mafic,,,,,,,,,,"Resource 1.06 million t @ 0.7% Cu, 6.86% Zn, 1.03% Pb, 55 g/t Ag, 1.0 g/t Au, not fully explored.","Lower Proterozoic",1200,,,,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",,,,,
1459,"Strachens Lake Brook",,,CNNB,Canada,"New Brunswick",47,27,45,47.4625,-66,-13,-44,-66.2288888888889,Felsic,1954,,,,,,,,yes,"Disseminated and massive, in 3 zones, underlain by stringer zone. Resource 0.5 million t @ 0.7% Cu, 2.6% Zn, 0.6% Pb, open at depth.",Ordovician,445,,0.5,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,no,yes,stratigraphic
1460,"Orvan Brook",,,CNNB,Canada,"New Brunswick",47,37,47,47.6297222222222,-66,-8,-3,-66.1341666666667,Felsic,1938,,,,,,,,,"2400 m strike length, thickness 5 m. Resource 0.181 million t @ 6.3% Zn, 3.25% Pb, 34 g/t Ag, not fully explored.",Ordovician,445,,2.4,,,,,,,,"magnetic vertical gradient 4,433 Hz coplanar coils",1.9,0.4,,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,no,"stratigraphic contact"
1461,"Taylor Brook",,,CNNB,Canada,"New Brunswick",47,20,53,47.3480555555556,-66,0,-44,-66.0122222222222,Felsic,1975,,,,,,,,yes,"Massive bands, stringer, stockwork. Resource 0.44 million t @ 4.0% Zn, 2.0% Pb, 64 g/t Ag, not fully explored.",Ordovician,445,,,,,,,,,,,,,7,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,no,yes,"stratigraphic, near top of fm associated with iron fm."
1462,Headway,,,CNNB,Canada,"New Brunswick",47,26,48,47.4466666666667,-65,-54,-1,-65.9002777777778,Felsic,1965,,,,,,,,,"Resource 0.263 million t @ 1.43% Cu, 6.2% Zn, 2.1% Pb, 21 g/t Ag, not fully explored.",Ordovician,445,,,,,,,,,,,,,,"Bimodal-felsic in oceanic arc",yes,greenschist,yes,yes,stratigraphic
1463,"Captain North Extension",,,CNNB,Canada,"New Brunswick",47,17,40,47.2944444444444,-65,-53,-10,-65.8861111111111,Felsic,1978,1990,,,,,,,,"Produced 0.340 million t Cu ore of unknown grade. Reserves 0.425 million t @ 5.6% Zn, 2.0% Pb, 69 g/t Ag.",Ordovician,445,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,"stratigraphic on flanks of rhyolite dome"
1464,McKenzie,"Peg, Brabant Lake",,CNSK,Canada,Saskatchewan,56,7,20,56.1222222222222,-103,-42,-4,-103.701111111111,Bimodal-Mafic,1956,,3.93,0.64,4.43,0.27,0.1,5,no,"Disseminations, fracture fillings, two zones over 300 m.","Lower Proterozoic",1800,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,,,,stratigraphic
1465,"Long Lake",,,CNNF,Canada,Newfoundland,48,25,31,48.4252777777778,-57,-10,-11,-57.1697222222222,Felsic,1994,,,,,,,,,"Main zone, East zone, South Limb zone. Resource 0.97 million t @ 1.7% Cu, 10.9% Zn, 1.3% Pb, 33 g/t Ag, 0.8 g/t Au, open in all directions.",Ordovician,470,,,,,,,,,,,,,,"Bimodal-felsic in oceanic arc",,,,,
1466,"Bobbys Pond",,,CNNF,Canada,Newfoundland,48,38,26,48.6405555555556,-56,-50,-20,-56.8388888888889,Felsic,,,,,,,,,,"Resource 1.23 million t @ 1.06% Cu, 6.91% Zn, 0.71% Pb, 17 g/t Ag, not fully explored.",Ordovician,470,,,,,,,,,,,,,,"Bimodal-felsic in oceanic arc",yes,greenschist,yes,yes,stratigraphic
1467,Skidder,,,CNNF,Canada,Newfoundland,48,42,23,48.7063888888889,-56,-56,-7,-56.9352777777778,Felsic,1970,,,,,,,,,"Resource 0.9 million mt @ 2% Cu, 2% Zn, not fully explored.",Ordovician,470,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,,,
1468,Clementine,,,CNNF,Canada,Newfoundland,48,50,43,48.8452777777778,-56,-55,-6,-56.9183333333333,Felsic,1960,,,,,,,,,"Resource 0.363 million t @ 0.3% Cu, 4.9% Zn, 2.6% Pb, 10.3 g/t Ag, not fully explored.",Ordovician,470,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,,,
1469,Sandfill,,,CNNF,Canada,Newfoundland,48,50,12,48.8366666666667,-56,-49,-30,-56.825,Felsic,1950,,,,,,,,,"Resource 0.0726 million t @ 1.4% Cu, 9.2% Zn, 4.8% Pb, 86 g/t Ag, 0.7 g/t Au, not fully explored. Oriental ore horizon.",Ordovician,470,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,,,
1470,"Duck Pond",,,CNNF,Canada,Newfoundland,49,38,4,49.6344444444444,-56,-29,-16,-56.4877777777778,Felsic,1986,2006,,,,,,,,"Resource 4.0 million t @ 3.3% Cu, 5.8% Zn, 58 g/t Ag, 0.8 g/t Au, open. Disseminations. Main zone and Tally Pond zone in two stratigraphic horizons.",Cambrian,510,,,,,,,,,,,,,0,"Bimodal-felsic in oceanic arc",,,,,
1471,Boundary,,,CNNF,Canada,Newfoundland,48,39,22,48.6561111111111,-56,-26,-47,-56.4463888888889,Felsic,1871,,,,,,,,,"Resource 0.5 million t @ 3.5% Cu, 4.0% Zn, 1.0% Pb, 34 g/t Ag, not fully explored. Massive, underlying stockwork. Eroded outcrop.",Cambrian,510,,,,,,,,,,,,,0,"Bimodal-felsic in oceanic arc",,,,,
1472,"Lake Bond",,,CNNF,Canada,Newfoundland,49,1,39,49.0275,-56,-11,-11,-56.1863888888889,Felsic,1952,,,,,,,,,"Resource 5 million t @ 0.2% Cu, 1.25% Zn (to 120 m), or 1.1 million t @ 0.3% Cu, 2.12% Zn. Massive, stockwork.",Ordovician,470,,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",,,,,
1473,"Great Burnt Lake",,,CNNF,Canada,Newfoundland,48,20,19,48.3386111111111,-56,-9,-6,-56.1516666666667,Bimodal-Mafic,1966,,,,,,,,,"Resource 0.797 million t @ 2.4% Cu, not fully explored. Massive, tabular. Tholeiitic basalt.",Cambrian-Ordovician,500,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,"stratigraphic contact"
1474,"South Pond",,,CNNF,Canada,Newfoundland,48,25,36,48.4266666666667,-56,-8,-23,-56.1397222222222,Bimodal-Mafic,1950,,,,,,,,yes,"Resource 0.293 million t @ 1.33% Cu, not fully explored. Dissemination, stringers.",Cambrian-Ordovician,500,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,
1475,Ming,,"Ming 1805 Zone, 1807 Zone, Ming North, Ming South, Ming West",CNNF,Canada,Newfoundland,49,54,45,49.9125,-56,-4,-50,-56.0805555555556,Bimodal-Mafic,1970,1971,,,,,,,yes,"Massive, 7 lenses. Ensimatic island arc. Reserves + production for Ming: 7.437 million t @ 2.83% Cu, 1.37 g/t Au, 11.7 g/t Ag, plus Ming West reserves 0.1 million t @ 5.6% Cu, 0.37% Zn, 2.4 g/t Au, open at depth. Extends down to 600 m depth, narrowing with depth.",Ordovician,441,,0.25,0.2,,,,,,,I.P.,0.35,0.25,3,"Bimodal-mafic in oceanic arc",yes,greenschist,no,yes,stratigraphic
1476,Rambler-East,"East Mine",,CNNF,Canada,Newfoundland,49,53,50,49.8972222222222,-56,-3,-52,-56.0644444444444,Bimodal-Mafic,1903,1966,4.47,1.71,0.14,0,1.03,9.9,yes,"Massive, en echelon lenses, dissemination, stringer, 0.04 km thickness. 4 zones: Main, East, Big Rambler Pond, Ming zones over 500 m apart. Ensimatic island arc.",Ordovician,441,,1,0.13,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,no,yes,stratigraphic
1478,"Big Rambler Pond","Rambler Pond Zone",,CNNF,Canada,Newfoundland,49,52,52,49.8811111111111,-56,-5,-41,-56.0947222222222,Bimodal-Mafic,1903,1966,0.11,1.27,0,0,0,0,yes,"Massive. Ensimatic island arc.",Ordovician,441,,1,0.13,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,greenschist,no,yes,stratigraphic
1479,"Little Deer",,,CNNF,Canada,Newfoundland,49,35,20,49.5888888888889,-56,-1,-8,-56.0188888888889,Mafic,1952,1974,,,,,,,yes,"Massive, disseminations, stringers, pods, lenses. Two zones in ophiolite. Reserves 0.36 million t @ 1.52% Cu, open to the east, west, and down plunge.",Ordovician,470,,0.2,0.003,,,,,,,,,,,"Mafic in midoceanic ridge",yes,,,yes,stratigraphic
1480,"Tilt Cove West",,,CNNF,Canada,Newfoundland,49,52,51,49.8808333333333,-55,-37,-45,-55.6291666666667,Mafic,1857,1857,,,,,,,yes,"Massive lenticular, dissemination, stockwork. 2 orebodies. Reserves 12.4 million t @ 1.82% Cu, 0.8 g/t Ag, 0.9 g/t Ag (unable to split into East and West deposits 1 km apart).",Ordovician,470,,,,,,,,,,,,,,"Mafic in midoceanic ridge",yes,greenschist,no,yes,stratigraphic
1481,"Miles Cove",,,CNNF,Canada,Newfoundland,49,32,22,49.5394444444444,-55,-47,-26,-55.7905555555556,Mafic,1883,1898,0.2,1.46,0,0,0.3,12,yes,"Blebs, bands, stringers, en echelon tabular and lensoid shoots, steep dip.",Ordovician,470,,0.076,0.007,,,,,,,,,,,"Mafic in midoceanic ridge",,,,,
1482,Lockport,,,CNNF,Canada,Newfoundland,49,27,18,49.455,-55,-29,-53,-55.4980555555556,Bimodal-Mafic,1870s,,1.32,0.87,0,0,0,0,,"Disseminations, massive layers and lenses. A, B, and C zones.",Ordovician,470,,0.076,0.007,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",,,,,stratigraphic
1483,Algares,Portel,,PORT,Portugal,Evora,38,16,29,38.2747222222222,-7,-43,-28,-7.72444444444444,Bimodal-Mafic,1969,,12,0.25,4,0.5,0,11,yes,"Massive, disseminated, banded sulfides.",Cambrian,352,,,,,,,,,,,,,0,"Bimodal-mafic in epicontinental arc",yes,"lower greenschist",no,no,"stratigraphic contact"
1484,Rauhala,,,FNLD,Finland,,64,2,48,64.0466666666667,24,44,43,24.7452777777778,Mafic,1985,,1.7,1.33,4.97,0.96,0.4,53,no,"Massive, disseminated, sheet, two bodies in same horizon, dipping 30? NE, main orebody 590 m long, 350 m wide, 2.1 m thick. Dissemination below main massive orebody in sericite schist. Covered by 2 to 25 m of till. Active continental margin setting. Reserves given is based on a cutoff of 1% Cu equivalent, main orebody only.","Early Proterozoic",1880,,0.68,0.35,,,,Zn,0.42,0.15,aeromagnetics,0.52,0.3,2,"Pelite-mafic in mature oceanic backarc",yes,amphibolite,no,yes,stratigraphic
1485,Horntrask,,,SWDN,Sweden,,65,5,12,65.0866666666667,18,31,13,18.5202777777778,Felsic,,1981,0.65,0.3,6,2,1,150,yes,"Two lenses, massive and stringer ore. 10.3% S.",Proterozoic,1950,,0.13,0.025,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,,,,"stratigraphic contact"
1486,Remdalen,,,SWDN,Sweden,,65,12,20,65.2055555555555,14,34,26,14.5738888888889,Mafic,,,0.74,1.43,2.74,0.04,0,7,no,"Massive, dissemination.",Ordovician,470,,3.8,2.0,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",yes,greenschist,yes,yes,
1487,"Akulla Vastra","Akulla West",,SWDN,Sweden,,64,54,26,64.9072222222222,20,15,4,20.2511111111111,Felsic,1927,1947,1,1,0,0,0.7,12,no,"Massive, 0.02 km thickness.",Proterozoic,1950,,0.15,0.14,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",,,,,stratigraphic
1488,"Petiknäs N",,,SWDN,Sweden,,64,56,19,64.9386111111111,20,3,4,20.0511111111111,Felsic,,,1.3,1.3,5.6,0.9,5.6,103,,,Proterozoic,1930,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,greenschist,no,yes,
1489,"Petiknäs S",,,SWDN,Sweden,,64,56,7,64.9352777777778,20,2,36,20.0433333333333,Felsic,,,6.5,1.1,4.8,0.9,2.3,108,,,Proterozoic,1930,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,greenschist,no,yes,
1490,"Morkliden 1",,,SWDN,Sweden,,65,2,35,65.0430555555556,18,27,38,18.4605555555556,Felsic,,,0.21,0.1,4.1,0.4,0.3,75,,,Proterozoic,1930,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,greenschist,no,yes,
1491,"Morkliden 4",,,SWDN,Sweden,,65,2,46,65.0461111111111,18,31,13,18.5202777777778,Felsic,,,0.12,0.17,4.9,0.4,0.1,25,,,Proterozoic,1930,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,greenschist,no,yes,
1492,Nyborg,,,SWDN,Sweden,,65,7,21,65.1225,18,42,39,18.7108333333333,Felsic,,,0.4,0.5,4.2,0.4,0.2,36,,"11.7% S.",Proterozoic,1930,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,amphibolite,no,yes,
1493,Vindelgransele,,,SWDN,Sweden,,65,5,55,65.0986111111111,18,17,34,18.2927777777778,Felsic,,,0.01,0.23,16.6,3.7,1,145,,"26.5% S.",Proterozoic,1930,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,greenschist,no,yes,
1496,"Jack's Pond",,,CNNF,Canada,Newfoundland,48,34,17,48.5713888888889,-56,-59,-7,-56.9852777777778,Felsic,1978,,,,,,,,yes,"Massive, stringer, stockwork. 2 distinct lenses. Reserves less than 1 million t @ up to 1% Cu, open.",Ordovician,445,,1.8,0.9,,2.0,0.5,,,,,,,0,"Bimodal-felsic in oceanic arc",yes,"middle greenschist",yes,yes,stratigraphic
1497,"Daniels Pond","Tulks North",,CNNF,Canada,Newfoundland,48,37,30,48.625,-56,-53,-48,-56.8966666666667,Bimodal-Mafic,1989,,1.69,0.57,8.37,4.4,0.68,196.9,yes,"Massive, disseminations.",Ordovician,445,,1.0,0.02,,,,,,,,,,1,"Bimodal-mafic in oceanic arc",yes,"middle greenschist",yes,yes,stratigraphic
1498,Fon,,,CNSK,Canada,Saskatchewan,54,48,2,54.8005555555556,-102,-27,-34,-102.459444444444,Bimodal-Mafic,,,,,,,,,no,"Massive to semi-massive lenses, at least 5 lenses, extends from the surface to a vertical depth of 760 m, 1.3 km strike length, trends 290?, dips 50?N, plunge variable due to folding. Brown Lens is sub-economic. Amber Lens is well defined. Blue Lens open at depth, Blue FW East open along strike, Lower Red Lens open in all directions. Resource 4.54 million t @ 3.73% Zn, 0.25% Cu, 12 g/t Ag (1% Zn cutoff) or 1.68 million t @ 6.79% Zn, 0.27% Cu, 18.5 g/t Ag (3% Zn cutoff).",Proterozoic,1800,,1.3,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,amphibolite,,,stratigraphic
1500,Tyr,,,CNSK,Canada,Saskatchewan,54,54,2,54.9005555555556,-102,-12,-44,-102.212222222222,Bimodal-Mafic,1966,,,,,,,,no,"Semi-massive to massive lens, 125 m strike length, average 2.1 m width, extends from the surface to 150 m vertical depth. Trends E-W, dip 45?-50?N. Resource 0.0997 million t @ 3.36% Cu, 1.40% Zn, 9.6 g/t Ag, open at depth and along strike.",Proterozoic,1800,,0.13,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,amphibolite,,,stratigraphic
